a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
1,2,0,2,0,3.4294,2,3.483,1,1.258,0,10.136,4.882,0,2.011,0
2,2,1,2,0,3.3759,1,3.484,0,1.16,0,10.388,5.313,0,1.833,0
0,0,1,2,1,3.1061,0,3.192,0,0.875,0,9.54,4.562,0,1.14,0
3,9,3,0,0,2.731,3,3.525,0,1.654,0,10.121,4.826,0,1.916,1
3,0,4,0,0,3.8422,0,2.906,0,1.406,0,9.967,5.236,0,1.309,0
0,0,2,0,0,3.122,0,3.939,0,3.418,0,10.195,4.644,0,9.52,1
0,0,1,3,1,3.3045,0,3.444,0,0.881,0,9.833,4.807,0,1.06,0
1,1,4,0,0,2.8955,6,3.233,0,0.832,0,10.681,5.431,0,1.055,0
0,4,1,3,0,3.8515,4,3.576,2,1.23,0,10.309,5.068,0,1.581,0
0,0,0,0,0,2.9426,0,2.767,0,0.959,0,9.464,4.732,0,1.138,1
1,0,1,0,0,1.1521,0,1.549,0,0,0,4.174,2,0,1,1
5,0,2,0,0,3.9788,0,3.16,0,1.761,0,9.801,4.876,0,2.313,1
4,4,0,2,0,3.1791,4,2.997,0,0.875,0,9.54,4.596,0,1.069,0
1,0,4,0,0,4.4911,0,3.904,0,2.797,0,10.588,5.192,0,5.313,0
0,2,0,2,0,2.228,2,4.113,0,1.013,0,10.917,5.336,0,1.706,0
1,0,0,5,0,2.415,0,3.807,0,0.682,0,10.784,5.352,0,1.322,0
0,0,0,3,0,2.843,0,3.468,0,0.629,0,10.06,4.91,0,1.207,0
0,0,1,0,0,3.6943,0,2.838,0,1.557,0,8.944,4.334,0,2.195,1
2,0,1,0,0,2.904,2,2.565,0,1.459,0,8.755,4.214,0,2.052,0
0,0,6,6,0,2.0991,0,4.4,0,0.956,0,11.313,5.333,0,3.349,0
1,0,0,2,1,3.2495,0,3.214,0,0.875,0,9.54,4.596,0,1.069,0
0,0,4,0,0,3.4168,0,2.72,0,1.379,0,9.222,4.414,0,2.133,0
2,0,1,0,0,3.6148,0,2.71,0,0.918,0,9.184,4.562,0,1.521,1
0,0,1,0,1,2.8543,0,3.029,0,1.522,0,7.853,3.618,0,2.094,0
0,0,4,0,0,4.4123,0,3.979,0,3.022,0,10.432,4.56,0,6.935,1
2,3,0,2,0,3.2896,2,3.324,0,1.273,0,9.975,4.953,0,1.602,1
0,0,1,2,0,2.2721,0,4.413,0,0.945,0,10.234,4.96,1,2.814,0
1,0,0,2,0,2.9639,0,3.211,0,1.461,0,9.725,4.791,0,1.917,1
1,0,1,0,0,2.6294,0,2.333,0,1,0,7.408,3.414,0,1.707,1
2,0,0,2,0,3.2643,0,3.025,0,0.875,0,9.54,4.596,0,1.069,1
0,0,6,0,0,5.6969,0,4.293,0,2.929,0,10.906,4.836,0,4.685,1
0,0,0,0,0,1.7046,0,3.183,0,0,0,10.081,4.821,0,1.669,0
3,4,1,2,0,2.9363,5,3.314,0,1.455,0,9.9,4.658,0,2.349,0
2,4,0,2,0,3.5484,4,3.288,1,1.185,0,9.911,4.923,0,1.563,0
2,0,2,2,0,2.872,0,3.8,0,2.123,0,10.361,4.882,0,3.779,1
1,2,1,3,0,3.4973,2,3.375,1,1.16,0,10.099,4.895,0,1.696,0
1,0,2,2,0,2.7402,0,3.59,0,2.071,0,10.241,4.951,0,3.744,1
0,0,0,12,0,3.1295,0,5.692,0,0.72,0,11.151,5.418,1,2.359,0
0,0,0,1,0,2.3414,0,3.124,0,0,0,9.688,4.732,0,1.659,1
1,0,0,0,0,3.4601,2,2.591,0,0,1,8.412,3.618,0,0.579,1
2,0,3,0,0,3.0285,0,2.867,0,1.906,0,9.059,4.362,0,2.524,1
0,2,0,2,0,3.3148,2,3.37,1,1.273,0,9.947,4.782,0,1.951,0
1,0,1,0,0,2.5915,0,2.435,0,1.522,0,7.853,3.618,0,2.094,1
0,0,0,6,1,3.9153,0,4.045,0,0.799,0,10.434,5.236,0,0.873,0
0,0,3,0,0,4.5221,0,3.856,0,2.733,0,10.387,5.262,0,3.441,0
1,0,3,3,0,3.3527,0,3.437,0,1.23,0,10.559,5.377,0,1.809,0
0,0,0,3,1,2.9595,0,3.496,0,0.629,0,10.084,5.003,0,1.075,0
1,3,0,2,0,2.8471,4,3.539,0,0.985,0,10.277,4.963,0,1.762,1
1,0,4,3,0,3.2259,0,3.419,0,1.23,0,10.328,5.102,0,1.856,0
1,0,1,4,1,2.7059,0,4.278,0,0.953,0,11.16,5.87,0,2.321,0
1,0,2,0,0,7.4499,0,4.487,0,1.805,0,12.164,6.294,0,4.437,0
1,0,1,0,0,3.3382,4,2.741,0,0.862,1,9.067,4.303,0,0.956,0
1,2,0,2,0,3.2871,2,3.483,1,1.258,0,10.136,4.842,0,2.113,1
2,6,0,4,0,1.9359,8,3.962,0,0.548,0,10.947,5.115,0,2.583,0
0,0,0,0,0,2.0546,0,3.408,0,0.569,0,10.158,4.985,0,2.096,0
0,4,0,6,1,3.9658,2,4.005,0,1.197,0,10.51,5.267,0,1.254,0
0,0,1,0,0,3.4572,0,3.048,0,1.975,0,9.16,4.346,0,3.165,1
0,0,2,0,0,2.6909,0,3.106,0,2.55,0,9.002,3.919,0,4.489,1
1,0,2,2,0,2.8459,0,3.266,0,1.455,0,9.947,4.805,0,2.041,0
0,3,1,3,0,3.4588,2,3.931,1,1.693,0,10.742,5.276,0,3.021,0
1,0,0,4,0,2.4622,0,3.768,0,0.922,0,10.518,5.075,0,2.847,0
0,5,1,3,0,3.4872,4,3.533,0,1.604,0,10.05,4.872,0,2.223,0
1,2,2,0,0,2.7312,2,2.922,0,2.281,0,8.743,3.879,0,3.685,1
0,5,1,2,0,1.8996,4,3.657,0,0.5,0,10.424,5.005,0,2.271,0
0,2,1,1,0,3.0875,3,3.304,0,1.455,0,9.955,4.9,0,2.15,0
3,2,1,0,0,2.3537,1,3.243,0,1.273,0,9.947,4.782,0,1.951,0
1,0,3,0,0,2.6629,0,2.4,0,0.971,0,8.597,4.17,0,1.542,1
0,0,2,2,0,2.7759,0,3.601,0,2.125,0,10.029,4.845,0,3.574,0
1,2,0,2,0,3.5834,2,3.299,1,1.185,0,9.911,4.923,0,1.563,0
0,0,3,0,0,4.758,0,4.111,0,3.113,0,10.545,5.262,0,4.518,0
0,3,3,0,0,9.1775,3,4.727,0,1.637,0,12.421,6.242,0,2.922,0
0,0,1,0,0,3.1896,0,3.371,0,2.565,0,9.489,4.347,0,4.993,1
0,0,1,2,0,1.7208,0,4.248,0,2.513,0,10.593,4.733,0,7.746,0
0,1,2,0,1,3.576,2,4.172,0,1.928,0,10.762,5.302,0,2.989,0
0,0,1,2,0,3.0422,0,3.127,0,1.187,0,9.631,4.607,0,1.544,1
3,2,2,0,0,3.1827,2,2.996,0,1.837,0,9.389,4.303,0,3.193,1
2,0,5,0,0,4.1685,0,3.094,0,1.371,0,10.315,5.384,0,1.985,0
0,0,3,0,0,3.3225,0,2.634,0,0.918,0,9.184,4.562,0,1.521,1
3,3,0,0,0,3.09,0,3.185,0,0.881,0,9.803,4.732,0,0.95,0
1,11,1,7,0,2.3232,8,4.103,1,0.832,0,10.931,5.126,0,3.982,0
4,4,0,4,0,2.1649,4,3.617,0,0.648,0,10.3,4.732,0,3.095,0
3,0,0,0,0,1.925,1,1.922,0,0.918,0,6.594,3,0,1.333,0
0,0,4,0,0,4.5365,0,4.785,0,3.105,0,10.724,5.333,0,3.559,0
1,1,2,0,0,2.3621,4,2.867,0,0.875,0,9.54,4.596,0,1.069,0
1,4,4,6,0,1.5321,4,4.328,0,0.541,1,11.432,5.511,0,5.586,0
1,3,1,1,0,2.6738,3,3.482,0,1.911,0,9.989,4.651,0,3.267,1
2,0,0,0,0,2.1902,4,2.605,0,0,0,8.623,4,0,0.667,0
1,3,0,3,0,3.0607,3,3.367,0,0.629,0,10.084,5.003,0,1.075,0
0,0,0,0,0,3.6845,0,2.917,0,1.459,0,8.815,4.303,0,1.745,0
2,2,0,1,0,3.4316,1,3.415,0,1.185,0,10.25,5.31,0,1.726,0
0,0,2,0,0,3.5426,0,3.224,0,0.722,0,9.657,5,0,0.8,0
1,4,2,2,0,2.8214,3,3.547,0,1.876,0,10.186,4.835,0,3.249,0
1,0,7,4,0,3.563,0,3.664,0,1.194,0,11.033,5.489,0,1.828,0
0,0,5,0,0,2.2204,0,3.964,0,1.362,0,11.07,5.219,0,4.097,0
0,0,3,6,1,3.3983,0,4.883,0,2.184,0,11.058,5.401,0,3.079,0
0,0,0,0,0,2.1315,0,3.065,0,0,0,9.805,4.802,0,0.95,0
0,0,0,5,1,2.412,0,3.898,0,0.682,0,10.784,5.352,0,1.322,0
0,0,0,2,1,3.1831,0,3.373,0,0.875,0,9.54,4.562,0,1.14,0
4,0,6,0,0,4.7127,0,3.631,0,2.027,0,10.771,5.333,0,3.918,0
1,0,0,3,0,3.3599,0,3.335,0,1.273,0,9.967,4.863,0,1.568,1
2,10,0,4,0,1.403,4,4.134,0,0.477,0,10.907,4.803,0,5.207,0
0,4,0,3,1,3.7801,4,3.703,2,1.23,0,10.309,5.006,0,1.873,0
0,5,1,3,0,3.7359,4,3.576,2,1.23,0,10.309,5.006,0,1.873,0
0,0,2,0,0,3.2243,0,3.935,0,3.554,0,10.06,4.382,0,9.36,1
0,0,0,4,0,2.3207,0,3.508,0,0,0,10.384,5.014,0,1.305,0
3,0,2,0,0,2.7308,2,2.753,0,1.95,0,8.394,3.802,0,2.885,1
0,2,1,2,0,3.3176,2,3.278,1,1.185,0,9.882,4.77,0,1.74,0
2,2,0,1,0,2.7203,2,3.499,0,1.911,0,10.014,4.788,0,3.219,1
0,0,2,0,1,3.7343,0,3.525,0,1.379,0,9.874,5.164,0,1.496,0
1,0,1,0,0,2.9483,1,2.587,0,1.459,0,8.755,4.214,0,2.052,1
0,2,1,4,0,1.9828,1,3.88,0,1.745,0,10.484,4.89,0,4.222,0
0,0,4,2,0,2.3997,0,3.875,0,0.68,0,11.012,5.427,0,4.151,0
0,8,0,2,0,2.595,6,3.647,0,0.781,0,10.242,5,0,2.451,0
1,0,0,2,0,3.0008,0,3.256,0,1.187,0,9.631,4.607,0,1.544,0
0,0,3,0,0,2.6687,0,3.131,0,1.185,0,9.882,4.77,0,1.74,1
2,1,1,1,0,2.6422,1,3.073,0,1.409,0,9.391,4.517,0,2.036,1
4,5,1,3,0,3.2576,4,3.099,0,0.881,0,9.833,4.807,0,1.06,0
0,0,0,0,1,2.1712,0,2.995,0,0.802,0,9.183,4.414,0,0.975,0
3,0,1,0,0,2.0833,0,3.988,0,3.337,0,10.606,4.977,0,7.693,1
1,3,1,4,1,3.2862,3,3.891,0,1.886,0,10.548,5.019,0,3.188,0
2,2,0,2,0,3.1871,2,3.105,0,1.187,0,9.631,4.642,0,1.487,0
2,0,3,0,0,3.1241,3,2.388,0,0.722,0,9.657,5,0,0.8,0
1,0,1,3,0,3.1806,0,3.336,0,1.185,0,9.902,4.845,0,1.393,0
0,0,9,0,0,3.4572,0,3.844,0,1.702,0,11.324,5.511,0,2.753,0
1,3,3,2,0,2.628,5,3.454,0,0.773,0,10.617,5.32,0,1.204,0
1,3,1,3,0,3.6001,2,3.375,1,1.16,0,10.099,4.965,0,1.553,0
0,0,0,0,0,2.5137,0,4.816,0,0.827,0,10.135,4.814,1,1.244,0
0,0,0,3,1,3.3466,0,3.453,0,1.273,0,9.967,4.86,0,1.634,0
0,0,1,2,1,3.1253,0,3.439,0,1.187,0,9.668,4.783,0,1.358,0
2,8,4,6,0,2.2627,6,4.241,0,1.776,0,11.051,5.02,0,4.905,0
0,0,0,5,1,2.3664,0,3.898,0,0.682,0,10.772,5.318,0,1.393,0
0,0,0,2,0,1.9651,0,3.609,0,0,0,10.054,4.562,0,4.13,0
0,0,2,0,0,3.2291,0,4.136,0,3.882,0,10.272,4.383,0,11.382,1
1,2,1,0,0,3.4478,1,3.233,0,2.3,0,9.338,4.347,0,4.098,1
0,0,2,0,0,3.4286,0,3.313,0,2.522,0,9.383,4.236,0,4.746,1
2,0,0,12,1,2.0188,0,4.7,0,0.899,0,11.524,5.35,0,5.027,0
2,3,0,3,0,2.5536,2,3.49,0,0.569,0,10.158,4.985,0,2.096,0
0,0,0,2,0,3.3893,0,3.072,0,0.875,0,9.579,4.732,0,0.854,0
0,0,4,2,0,2.9203,0,4.159,0,2.681,0,10.794,5.075,0,5.828,1
1,0,7,4,0,2.1976,0,4.423,0,3.682,0,11.345,5.489,0,11.779,0
3,0,1,0,0,1.9472,0,4.127,0,3.706,0,10.694,4.977,0,9.639,1
2,0,2,0,0,2.477,0,2.597,0,1.585,0,8.16,3.732,0,2.488,1
0,0,3,3,0,3.2478,0,3.075,0,0.881,0,9.863,4.912,0,0.95,0
1,0,2,0,0,2.8521,0,2.858,0,2,0,8.584,3.848,0,3.284,1
0,0,2,4,0,3.1467,0,5.069,0,1.781,0,10.7,5.188,1,3.228,0
0,0,1,0,0,4.0061,0,2.847,0,1.379,0,9.312,4.629,0,1.776,1
4,0,4,0,0,4.1328,0,3.037,0,1.392,0,10.053,5.303,0,1.164,0
0,2,0,2,0,3.4399,2,3.37,1,1.273,0,9.947,4.813,0,1.86,0
0,0,4,0,0,4.002,0,4.039,0,3.181,0,10.485,4.534,0,8.016,1
0,0,2,0,1,3.0128,0,3.295,0,1.459,0,8.815,4.303,0,1.745,0
0,0,1,1,1,2.8945,0,3.185,0,1.125,0,9.311,4.499,0,1.481,1
0,0,2,0,0,3.4629,0,3.129,0,1.922,0,9.494,4.372,0,3.412,1
0,2,0,0,0,3.0445,2,3.226,0,2.252,0,9.598,4.253,0,4.596,0
1,0,2,0,0,3.0785,0,2.975,0,1.975,0,9.118,4.235,0,3.449,1
0,0,3,0,0,3.6458,0,3.233,0,2.187,0,9.562,4.393,0,3.684,1
0,0,1,3,1,3.3884,0,3.444,0,0.881,0,9.863,4.912,0,0.95,0
0,0,0,0,0,2,0,2.565,0,0,0,8.623,4,0,0.667,0
1,0,0,6,1,3.9253,0,3.967,0,0.799,0,10.434,5.236,0,0.873,0
2,2,1,1,0,2.8728,1,2.976,0,1.125,0,9.311,4.499,0,1.481,1
2,0,0,2,0,3.2502,0,3.451,0,1.258,0,10.136,4.882,0,2.011,1
0,0,1,2,0,2.596,0,3.361,0,1.758,0,9.82,4.65,0,2.705,0
0,0,0,0,0,3.5332,0,3.272,0,2.187,0,9.589,4.404,0,3.667,1
1,0,0,0,0,4.2601,1,3.68,0,1.888,0,10.249,5.248,0,3.06,0
2,2,0,0,0,3.2355,3,3.459,0,1.258,0,10.136,4.842,0,2.113,0
1,5,0,4,0,2.1704,4,3.772,0,0,1,10.481,5.045,0,2.901,0
1,0,3,0,0,3.1334,0,2.746,0,1.557,0,8.891,4.228,0,2.535,0
1,0,1,2,0,3.0868,0,3.239,0,1.185,0,9.882,4.77,0,1.74,1
1,0,1,0,0,7.7233,0,4.645,0,1.747,0,12.353,6.316,0,5.094,0
1,0,4,3,0,3.236,0,3.351,0,1.124,0,10.524,5.371,0,1.718,0
0,4,0,4,0,1.5353,8,4.252,0,0.584,0,11.145,5.067,0,4.947,0
4,4,0,6,1,2.291,4,3.936,0,0.732,0,10.577,4.887,0,3.219,0
2,6,0,3,0,3.7647,6,3.583,2,1.23,0,10.309,5.006,0,1.873,0
4,0,0,0,0,4.1592,0,2.978,0,0.918,0,9.184,4.562,0,1.521,1
0,0,0,0,0,2.368,0,2.647,0,0,0,8.623,4,0,0.667,0
0,0,0,6,1,3.1334,0,4.054,0,0.789,0,10.761,5.325,0,1.13,0
1,0,1,3,1,3.3179,0,3.297,0,0.881,0,9.833,4.807,0,1.06,0
2,0,4,0,0,3.906,0,3.368,0,2.192,0,9.868,4.482,0,4.063,0
1,4,0,2,0,1.7802,5,3.892,0,0,0,10.46,4.802,0,3.735,0
1,0,0,3,0,1.8559,0,3.783,0,0.447,0,10.642,5.149,0,2.814,0
0,0,1,0,0,2.3699,0,2.273,0,1,0,8.482,4,0,1,1
0,1,0,0,0,2.2803,2,2.736,0,0.802,0,9.183,4.414,0,0.975,0
2,1,1,0,0,2.9329,1,3.64,0,3.128,0,9.766,4.236,0,7.244,0
1,0,2,1,0,3.1068,0,3.287,0,1.455,0,10.315,5.365,0,1.897,0
1,12,6,6,0,2.4473,10,4.083,0,1.008,1,11.343,5.462,0,2.666,0
1,0,0,3,0,2.1739,0,3.558,0,0.544,0,10.149,4.709,0,2.952,0
0,0,2,0,0,2.1906,0,2.333,0,1.522,0,7.853,3.618,0,2.094,1
2,0,0,0,0,3.1913,0,3.41,0,2.187,0,9.533,4.263,0,4.143,1
0,0,10,2,0,3.2399,0,4.009,0,1.912,0,11.411,5.42,0,4.536,0
0,0,0,2,0,3.1788,0,3.233,0,1.261,0,9.715,4.679,0,1.695,1
4,4,4,0,0,4.7731,6,3.786,0,2.122,0,10.467,4.691,0,3.997,0
2,0,2,8,0,2.6742,0,5.001,0,0.74,0,11.131,5.534,1,2.978,0
0,12,5,6,0,4.6158,6,4.018,3,1.153,0,11.151,5.563,0,1.406,0
0,0,3,0,0,0.8039,0,5.043,0,1.182,0,11.662,4.645,0,11.072,1
1,0,1,4,0,1.9467,0,4.049,0,2.094,0,10.679,5.076,0,5.623,0
2,3,0,5,0,2.4062,2,3.801,0,0.682,0,10.784,5.352,0,1.322,0
2,0,0,2,0,3.3133,0,3.261,0,1.185,0,9.911,4.923,0,1.563,1
1,0,0,2,0,3.2896,0,3.796,0,0.875,0,9.579,4.732,1,0.854,0
2,0,0,4,0,2.6317,0,3.884,0,0.732,0,10.806,5.511,0,2.731,0
2,2,0,4,1,3.5327,2,3.653,0,0.861,0,10.06,4.97,0,0.962,0
1,2,4,0,0,3.4355,4,2.939,0,1.837,0,9.454,4.523,0,2.57,0
2,0,2,0,0,3.3098,0,3.997,0,3.524,0,10.224,4.462,0,9.6,1
3,0,2,0,0,3.0634,0,2.648,0,1.459,0,8.815,4.303,0,1.745,1
1,0,1,0,0,3.3996,0,3.345,0,2.252,0,9.625,4.38,0,4.178,1
2,20,2,14,1,1.6237,18,5.032,0,0.964,0,11.786,5.051,0,9.592,0
0,0,2,0,0,2.7496,0,4.294,0,2.585,0,9.11,3.932,1,4.891,0
0,3,1,2,0,3.4085,2,3.351,1,1.273,0,9.975,4.953,0,1.602,0
