f,g,h,I,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x
0,0,0,0,0,0,0,1.128,2,8.011,0,0,0,2.3368,1.708,0,0,1.288,0
0,0,1,0,0,0,0,1.156,2,6.539,0,0,0,2.5101,2.833,0,0,1.118,1
0,10,1,0,0,4,0,1.121,1,8.963,0,0,0,1.9467,2.222,0,0,1.25,0
0,1,1,0,0,0,0,1.146,1,6.631,0,0,0,2.4719,3.125,0,0,1.141,1
0,0,0,0,0,0,0,1.133,3,9.639,0,0,0,3.9147,1.552,0,0,1.271,0
0,2,1,0,0,0,0,1.139,0,7.436,0,0,0,3.5122,3.933,0,0,1.147,1
0,0,0,0,0,0,0,1.139,2,8.444,0,0,0,2.6931,2.022,2,1,1.241,0
0,0,1,0,0,0,0,1.148,2,7.325,1,1,4,2.3621,1.708,0,0,1.2,0
0,12,0,0,0,2,0,1.132,2,8.904,0,0,0,2.524,2.167,0,0,1.212,1
0,1,0,0,0,0,0,1.135,3,7.827,0,0,0,3.3317,2.37,0,0,1.236,1
0,6,0,0,0,0,0,1.145,6,9.047,3,6,6,5.6107,2.185,0,0,1.235,0
0,2,1,0,0,3,0,1.104,0,8.558,0,0,0,2.1739,2.179,0,0,1.304,0
0,0,0,0,0,0,0,1.133,0,7.533,0,0,0,1.9254,1.467,0,0,1.222,0
0,4,2,0,0,2,0,1.125,1,9.496,1,2,1,3.5678,2.932,0,0,1.27,0
0,4,2,0,0,0,0,1.135,0,8.478,0,0,0,3.1913,3.379,0,0,1.159,1
0,2,1,0,0,2,0,1.097,0,8.695,1,2,2,2.7189,2.433,0,0,1.327,0
0,1,0,0,0,0,0,1.149,2,7.382,0,0,0,3.3939,2.944,0,0,1.138,1
0,3,0,0,0,2,0,1.126,3,8.541,1,4,4,3.2439,2.233,0,0,1.276,0
0,0,0,0,0,0,0,1.13,0,7.081,0,0,0,2.2551,1.667,0,0,1.226,0
0,3,2,0,0,0,0,1.159,0,9.315,1,0,1,3.8431,3.552,0,0,1.131,1
0,4,0,1,0,3,0,1.117,0,9.118,1,2,2,3.6476,3.202,2,1,1.295,0
0,3,0,0,0,0,0,1.146,3,7.979,0,0,0,3.9016,2.538,0,0,1.146,1
0,0,0,0,0,2,0,1.121,3,8.087,0,0,0,3.0313,1.867,0,0,1.299,0
0,6,0,0,0,0,0,1.145,0,8.054,0,0,0,3.5332,2.985,0,0,1.128,1
0,0,3,0,0,0,0,1.178,2,6.251,1,0,1,2.1848,3.25,0,0,0.999,1
0,1,0,0,0,0,0,1.139,0,7.487,0,0,0,2.7716,3.033,0,0,1.127,1
0,10,0,0,0,0,0,1.143,4,8.618,0,0,0,3.995,2.375,0,0,1.149,1
0,9,1,0,0,3,0,1.104,0,8.765,0,0,0,2.3785,2.573,0,0,1.266,1
0,0,0,0,0,4,0,1.085,0,14.016,0,0,0,1.9414,1.883,0,0,1.455,0
0,0,0,0,0,0,0,1.139,0,8.885,2,0,4,1.8586,1.905,0,0,1.215,0
0,4,1,0,0,3,0,1.126,4,8.357,0,0,0,3.3114,2.188,0,0,1.27,0
0,1,1,0,0,0,0,1.151,2,7.074,0,0,0,2.8521,2.375,0,0,1.117,1
0,3,1,0,0,3,0,1.12,2,8.114,0,0,0,3.2498,2.333,0,0,1.275,0
0,4,0,0,0,0,0,1.143,1,7.864,0,0,0,3.72,3.292,0,0,1.156,1
0,8,1,1,0,6,1,1.137,3,9.692,5,15,15,2.6389,2.753,1,1,1.218,0
0,0,0,0,0,2,0,1.098,0,8.631,1,2,1,3.2813,2.66,1,1,1.363,0
0,2,1,0,0,4,0,1.099,0,9.154,0,0,0,3.567,2.9,3,1,1.334,1
0,3,1,0,0,2,0,1.131,1,8.397,0,0,0,1.9089,1.886,0,0,1.238,0
1,2,1,0,1,2,0,1.1,0,11.593,0,0,0,3.2896,2.51,1,0,1.351,0
0,2,1,0,0,2,0,1.129,5,8.48,0,0,0,2.9274,2.089,0,0,1.265,0
0,4,0,0,0,0,0,1.155,0,8.634,0,0,0,3.6845,3.154,0,0,1.172,0
0,12,2,0,0,4,0,1.105,0,9.671,0,0,0,2.6317,2.917,0,0,1.275,0
0,6,0,0,0,0,0,1.131,1,7.958,0,0,0,3.9848,2.815,0,0,1.223,1
0,6,2,0,0,8,0,1.119,8,9.332,0,0,0,2.6091,2.147,0,0,1.301,0
0,1,1,0,0,0,0,1.317,2,8.943,0,0,0,6.591,5.554,12,0,0.908,0
0,0,1,0,0,0,0,1.153,3,7.107,0,0,0,3.1334,2.548,0,0,1.103,0
0,10,2,0,0,1,0,1.128,1,8.806,2,6,2,2.6497,2.789,0,0,1.235,0
0,2,1,0,0,3,0,1.11,2,8.7,0,0,0,2.4441,2.141,0,0,1.291,0
0,10,2,0,0,2,0,1.13,2,8.711,0,0,0,2.872,2.981,0,0,1.161,1
0,4,2,0,0,0,0,1.127,0,8.553,1,1,4,3.3902,3.472,0,0,1.179,1
0,0,2,0,0,4,0,1.113,0,9.148,1,2,2,3.5327,2.7,3,1,1.348,0
0,6,2,0,0,4,0,1.108,0,8.658,0,0,0,2.3426,2.411,0,0,1.281,0
0,2,2,0,0,0,0,1.133,1,8.644,2,3,3,2.808,2.515,0,0,1.278,0
0,2,1,0,0,0,0,1.35,1,9.825,0,0,0,7.9184,5.742,27,0,0.906,0
0,0,0,0,0,0,0,1.121,1,9.115,0,0,0,3.756,3.539,4,0,1.407,0
0,4,4,0,0,0,0,1.162,3,7.37,1,1,3,3.8074,2.969,0,0,1.066,0
0,6,2,0,0,0,0,1.127,0,8.551,1,2,3,3.2355,3.472,0,0,1.18,0
0,0,2,0,0,0,0,1.161,3,6.635,1,2,1,2.607,2.167,0,0,1.133,1
0,6,0,0,0,0,0,1.14,2,8.926,0,0,0,3.402,1.889,0,0,1.193,1
0,0,0,0,0,0,0,1.152,1,6.984,1,0,1,2.5124,3.5,0,0,1.303,1
0,8,2,0,0,4,0,1.13,6,8.814,0,0,0,3.6981,2.546,0,0,1.233,0
0,2,2,0,0,2,0,1.132,0,8.042,1,2,2,3.1871,2.315,0,0,1.231,0
0,4,2,0,0,0,0,1.139,0,7.747,0,0,0,2.4725,2.55,0,0,1.177,0
0,4,2,0,0,2,0,1.119,0,8.008,0,0,0,3.3319,2.917,0,0,1.219,1
0,0,4,0,0,0,1,1.235,0,4.917,2,0,0,1.1349,4,0,0,0.863,0
0,0,2,0,0,0,0,1.146,0,8.216,2,0,2,2.6572,2.222,0,0,1.3,0
0,0,0,0,0,0,0,1.135,3,9.024,0,0,0,3.6865,1.665,1,1,1.299,0
0,0,4,0,0,2,0,1.14,0,7.973,2,4,4,3.2417,2.417,0,0,1.25,0
0,6,0,1,0,2,0,1.132,0,8.549,1,2,2,3.4399,2.985,0,0,1.209,0
0,0,4,0,0,4,0,1.121,0,8.577,2,6,4,3.0152,2.222,0,0,1.302,0
0,0,0,0,0,0,0,1.116,0,7.967,1,2,3,3.1284,2.208,0,0,1.299,0
0,2,1,0,0,0,0,1.128,0,7.809,1,1,2,2.8449,2.738,0,0,1.254,1
0,4,2,0,0,0,0,1.143,0,8.169,0,0,0,3.0402,2.952,0,0,1.139,1
0,1,3,0,0,0,0,1.172,1,6.799,1,0,1,2.6724,3.167,0,0,1.024,1
0,2,0,0,0,2,0,1.129,2,8.33,1,2,4,3.0066,2.256,0,0,1.246,0
0,0,0,0,0,1,0,1.111,1,7.773,0,0,0,3.0215,1.952,0,0,1.323,1
1,0,0,0,1,1,0,1.094,0,11.597,0,0,0,3.0207,2.12,1,0,1.395,0
0,0,1,0,0,0,0,1.117,0,8.452,1,0,0,3.1822,2.611,0,0,1.408,0
0,3,1,0,0,3,0,1.12,1,8.804,0,0,0,3.0549,2.829,1,1,1.234,0
0,0,1,0,0,2,0,1.129,1,8.001,1,2,2,3.0494,1.981,0,0,1.275,0
0,0,0,0,0,0,0,1.365,2,9.257,0,0,0,4.6405,5.75,16,0,0.898,0
0,0,0,0,0,0,0,1.146,2,8.497,0,0,0,3.1373,2.422,2,0,1.168,0
0,0,1,0,0,0,0,1.167,0,6.69,0,0,0,2.7098,5,0,0,1.024,1
0,4,1,0,0,3,0,1.127,4,8.348,0,0,0,3.2259,2.128,0,0,1.26,0
0,4,1,0,0,2,0,1.13,0,8.409,1,2,2,3.2197,2.667,0,0,1.221,0
0,3,1,0,0,3,0,1.126,4,8.354,0,0,0,3.2786,2.188,0,0,1.266,0
0,3,0,0,0,0,0,1.142,1,7.954,0,0,0,3.0077,2.078,0,0,1.178,1
0,3,1,0,0,3,0,1.133,2,8.621,0,0,0,2.2683,1.8,0,0,1.235,0
0,6,0,0,0,0,0,1.135,1,8.043,0,0,0,2.757,3.019,0,0,1.19,1
0,6,0,0,0,0,0,1.132,6,14.7,0,0,0,5.4486,1.604,0,0,1.397,0
0,0,3,0,0,0,1,1.203,0,5.93,2,0,1,1.925,2.833,0,0,1.033,0
0,4,0,0,0,2,0,1.109,1,8.888,0,0,0,2.3877,2.075,1,0,1.295,0
0,10,4,0,0,0,0,1.149,0,8.471,0,0,0,4.9033,4.173,0,0,1.084,1
0,9,3,0,0,0,0,1.14,1,8.778,0,0,0,1.9452,2.3,0,0,1.166,1
0,3,1,0,0,5,0,1.093,0,9.163,0,0,0,3.0834,2.504,2,1,1.337,0
1,15,3,0,1,9,0,1.097,0,11.671,1,3,2,1.9985,2.561,1,0,1.305,0
0,12,1,0,0,3,0,1.104,0,8.796,0,0,0,2.7377,3.321,0,0,1.211,1
0,7,2,0,0,2,0,1.117,0,8.303,0,0,0,3.3133,3.2,0,0,1.207,1
0,0,6,0,0,0,0,1.199,0,8.228,6,9,0,3.6508,2.889,0,0,1.146,0
0,9,0,0,0,0,0,1.143,3,9.522,0,0,0,4.7497,2.831,3,0,1.207,0
0,1,0,0,0,0,0,1.145,2,8.259,0,0,0,3.81,3.087,1,1,1.195,0
0,4,0,1,0,2,0,1.127,1,8.497,1,2,2,3.4006,2.933,0,0,1.253,0
0,8,0,0,0,6,0,1.083,0,9.184,0,0,0,2.1526,2.367,0,0,1.336,0
0,0,0,0,0,4,0,1.094,1,9.708,0,0,0,2.538,2.411,5,1,1.375,0
0,2,1,0,0,0,0,1.153,2,7.098,0,0,0,3.1387,2.548,0,0,1.099,1
0,0,0,0,0,1,0,1.112,1,8.37,0,0,0,2.6567,2.086,1,1,1.311,0
1,0,0,0,0,0,0,1.122,2,12.253,0,0,0,2.2995,2,2,0,1.43,0
0,0,0,0,0,0,0,1.142,2,7.944,0,0,0,2.6225,1.846,1,1,1.223,1
0,0,0,0,0,0,0,1.145,2,7.322,1,2,1,2.9651,2.767,0,0,1.271,1
0,2,0,0,0,0,0,1.139,0,7.481,0,0,0,2.6696,2.778,0,0,1.166,1
0,11,2,0,0,0,0,1.137,2,8.709,1,1,2,1.9952,2.633,0,0,1.207,0
0,6,2,0,0,0,0,1.153,4,7.268,0,0,0,3.5612,2.893,0,0,1.091,0
0,2,0,0,0,0,0,1.143,3,7.403,0,0,0,3.3225,2.667,0,0,1.206,1
1,6,2,0,0,0,0,1.162,2,11.599,1,0,2,4.8614,3.889,1,0,1.154,0
0,2,1,0,0,0,0,1.147,1,8.611,2,3,4,3.5794,2.306,0,0,1.18,1
1,4,0,0,1,8,0,1.058,0,13.369,0,0,0,2.7457,2.175,6,0,1.513,0
0,0,2,0,0,0,0,1.159,3,7.315,1,0,3,3.5378,2.611,0,0,1.101,0
1,0,0,0,0,0,0,1.137,2,11.569,0,0,0,2.4305,2.021,1,0,1.386,1
0,0,0,0,0,4,0,1.085,0,9.329,0,0,0,3.5931,2.711,4,1,1.398,0
0,2,1,0,0,0,0,1.143,0,7.923,1,2,2,2.2073,1.976,0,0,1.195,0
0,8,1,1,0,2,0,1.127,0,8.706,1,3,2,3.6112,3.5,0,0,1.199,1
0,0,2,0,0,2,0,1.121,0,8.466,1,2,2,3.271,2.431,1,1,1.312,0
0,1,0,0,0,0,0,1.14,1,8.211,0,0,0,1.599,1.611,0,0,1.189,1
0,4,1,0,0,4,0,1.123,3,8.239,0,0,0,3.3797,2.267,0,0,1.272,0
0,6,1,0,0,2,0,1.127,2,8.888,1,2,3,2.9046,2.736,1,0,1.227,1
0,0,0,0,0,12,0,1.069,0,10.237,0,0,0,3.1768,2.778,10,1,1.413,0
0,6,0,0,0,2,0,1.092,0,8.577,0,0,0,2.7331,2.722,0,0,1.294,0
0,5,0,0,0,0,0,1.141,3,8.066,0,0,0,4.0275,2.833,0,0,1.174,1
0,1,2,0,0,0,0,1.144,1,8.07,1,1,1,2.9329,1.981,0,0,1.192,0
0,9,0,0,0,0,0,1.149,3,9.008,0,0,0,4.7145,2.619,0,0,1.165,0
0,0,0,0,0,3,0,1.104,1,8.539,0,0,0,2.343,1.893,0,0,1.322,0
0,0,0,0,0,4,0,1.126,0,8.803,2,4,4,2.1379,1.904,0,0,1.287,0
0,6,2,0,0,4,0,1.127,0,9.22,4,10,4,1.403,2.26,0,0,1.215,0
0,2,1,0,0,5,3,1.12,1,9.363,3,12,10,2.2119,2.137,0,0,1.301,0
0,2,1,0,0,2,0,1.125,2,8.148,0,0,0,2.8459,2.197,0,0,1.25,0
0,4,2,0,0,4,0,1.113,2,8.784,0,0,0,2.4453,2.348,0,0,1.271,0
0,0,1,0,0,0,0,1.151,3,7.528,1,2,3,3.6384,2,0,0,1.166,0
0,0,3,0,0,1,0,1.14,1,8.005,2,2,3,2.3963,2.061,0,0,1.231,0
0,4,1,0,0,3,0,1.12,2,8.118,0,0,0,3.3307,2.333,0,0,1.271,0
0,3,0,0,0,0,0,1.139,1,7.596,0,0,0,3.6943,2.952,0,0,1.164,1
0,2,1,0,0,4,0,1.099,0,9.154,0,0,0,3.5332,2.9,3,1,1.333,0
0,0,0,0,0,0,0,1.144,5,7.401,0,0,0,3.3889,1.76,0,0,1.246,0
0,0,1,0,0,4,0,1.1,0,8.877,1,5,4,2.1704,1.951,0,0,1.338,0
0,3,1,0,0,3,0,1.129,6,8.548,0,0,0,3.3311,2.1,0,0,1.265,0
0,8,2,0,0,0,0,1.148,5,7.704,0,0,0,4.1685,2.542,0,0,1.138,0
0,2,1,0,0,3,0,1.121,1,9.03,1,3,3,3.0136,2.607,2,1,1.285,0
0,0,0,0,0,0,0,1.113,0,8.066,0,0,0,2.039,1.633,0,0,1.35,0
0,0,2,0,0,3,0,1.108,0,8.48,1,3,2,2.9434,2.091,0,0,1.321,0
0,6,2,1,0,3,0,1.144,0,8.639,2,4,4,3.602,3.042,0,0,1.193,0
0,0,0,0,0,4,0,1.11,2,8.644,0,0,0,2.5769,1.854,0,0,1.311,0
0,0,0,0,0,0,0,1.145,3,6.77,0,0,0,2.6272,1.722,0,0,1.213,1
0,5,1,0,0,1,0,1.127,2,8.196,0,0,0,3.1068,2.402,0,0,1.217,0
0,15,0,0,0,9,0,1.114,6,9.741,0,0,0,2.2854,2.183,0,0,1.311,0
0,0,0,0,0,2,0,1.229,2,8.673,0,0,0,3.4093,4.417,6,0,1.046,0
0,0,0,0,0,0,0,1.083,0,8.415,0,0,0,3.2048,1.967,0,0,1.476,0
0,0,4,0,0,0,1,1.201,0,8.058,4,0,2,4.368,3.917,0,0,1.095,0
0,0,0,0,0,0,0,1.103,0,10.41,0,0,0,1.665,2.494,12,1,1.366,0
0,0,0,0,0,0,0,1.141,9,8.212,0,0,0,4.2584,1.724,0,0,1.256,0
0,0,3,0,0,0,1,1.199,0,7.859,4,1,2,3.5568,2.694,0,0,1.194,0
0,1,1,0,0,0,0,1.145,5,7.587,0,0,0,3.5144,2.108,0,0,1.2,0
0,0,0,0,0,0,0,1.145,2,8.378,0,0,0,2.8705,2.532,2,0,1.197,0
0,1,1,0,0,0,0,1.128,1,7.872,0,0,0,3.0463,2.667,0,0,1.241,1
0,12,0,0,0,2,0,1.134,2,9.08,0,0,0,2.2317,1.991,0,0,1.212,0
1,0,0,0,0,0,0,1.077,2,12.952,0,0,0,3.2789,2.278,4,0,1.641,0
0,0,0,0,0,2,0,1.1,0,8.453,0,0,0,2.1615,1.91,0,0,1.336,0
0,4,2,0,0,0,0,1.142,0,8.317,0,0,0,3.0152,2.63,0,0,1.158,1
0,4,6,0,0,0,0,1.144,0,8.992,2,0,4,3.7176,3.333,0,0,1.174,1
0,3,1,0,0,3,0,1.13,6,8.588,0,0,0,3.3208,2.029,0,0,1.245,0
0,3,0,0,0,0,0,1.148,0,7.673,1,1,1,3.9373,2.81,0,0,1.211,0
0,6,1,1,0,3,0,1.127,0,8.899,1,2,2,3.6579,3.374,1,1,1.237,0
0,0,0,0,0,3,0,1.103,1,8.859,0,0,0,3.3884,2.358,2,1,1.365,0
0,0,0,0,0,0,0,1.142,2,8.243,0,0,0,2.2062,2.806,2,0,1.28,0
0,0,0,0,0,3,0,1.083,0,8.704,0,0,0,2.843,2.02,0,0,1.409,0
0,0,1,0,0,2,0,1.109,0,8.357,1,2,3,3.0226,1.981,0,0,1.359,1
0,0,0,0,0,3,0,1.093,0,9.166,0,0,0,2.2521,2.018,1,1,1.345,0
0,9,3,0,0,0,0,1.143,1,8.68,0,0,0,1.9472,2.321,0,0,1.153,1
0,1,0,0,0,0,0,1.15,1,7.61,0,0,0,3.4039,2.833,0,0,1.119,1
0,0,0,0,0,4,0,1.094,0,8.592,0,0,0,2.5804,1.806,0,0,1.369,0
0,4,1,0,0,2,0,1.111,0,8.143,0,0,0,3.1116,2.926,0,0,1.253,1
0,1,2,0,0,0,0,1.16,2,6.782,0,0,0,2.8042,3.367,0,0,1.044,1
0,0,0,0,0,3,0,1.095,0,9.118,0,0,0,2.3195,2.17,2,1,1.352,0
0,5,1,0,0,3,0,1.131,2,8.46,1,1,0,3.1901,2.436,0,0,1.237,0
0,4,0,0,0,0,0,1.138,0,9.289,0,0,0,3.2947,3.274,0,0,1.188,1
0,24,0,0,0,0,0,1.133,4,8.991,0,0,0,5.7899,2.74,0,0,1.204,0
0,10,0,0,0,0,0,1.141,4,8.619,0,0,0,4.002,2.154,0,0,1.18,1
0,12,0,0,0,0,0,1.146,0,9.054,3,12,3,1.7433,2.643,0,0,1.126,0
0,0,0,0,0,0,0,1.136,4,14.007,0,0,0,4.5365,1.528,0,0,1.292,0
0,3,0,0,0,1,0,1.114,1,8.162,0,0,0,2.8791,2.383,0,0,1.264,1
0,0,0,0,0,0,0,1.138,1,7.158,0,0,0,2.125,1.542,0,0,1.199,0
0,6,2,0,0,10,2,1.12,4,10.017,6,22,18,1.587,2.505,2,1,1.291,0
0,0,3,0,0,0,0,1.155,0,8.405,1,0,3,4.5744,3.885,0,0,1.099,0
0,4,0,0,0,0,0,1.139,2,7.93,0,0,0,2.5866,2.258,0,0,1.189,1
0,18,3,1,0,9,0,1.108,0,9.531,2,8,6,2.0989,2.887,0,0,1.261,0
0,2,1,0,0,0,0,1.152,3,6.683,0,0,0,2.6629,2.567,0,0,1.12,1
0,2,1,0,0,3,0,1.135,0,9.113,2,4,3,3.0922,2.659,2,1,1.25,0
0,4,0,0,0,0,0,1.143,0,8.242,0,0,0,1.4085,2.048,0,0,1.099,0
0,3,1,0,0,3,0,1.126,4,8.354,0,0,0,3.236,2.188,0,0,1.273,0
0,0,2,0,0,0,0,1.162,1,7.299,0,0,0,3.2723,4.433,0,0,1.018,1
0,6,1,0,0,3,0,1.12,0,8.33,0,0,0,3.3599,2.864,0,0,1.216,1
0,7,0,0,0,2,0,1.104,0,8.7,0,0,0,2.1244,2.313,0,0,1.28,1
0,5,0,0,0,0,0,1.139,1,7.747,0,0,0,4.0061,2.976,0,0,1.189,1
0,9,5,0,0,0,0,1.155,2,8.338,1,1,3,3.0492,3.256,0,0,1.083,1
0,3,0,0,0,0,0,1.143,1,7.732,0,0,0,3.0603,2.288,0,0,1.167,0
0,0,0,0,0,0,0,1.135,0,7.988,0,0,0,2.1712,1.849,1,1,1.23,0
0,5,0,0,0,0,0,1.149,5,8.131,0,0,0,4.6435,2.646,0,0,1.135,0
0,0,1,0,0,0,0,1.151,2,7.078,1,2,2,2.7312,1.722,0,0,1.179,1
0,6,0,0,0,0,0,1.144,3,8.121,0,0,0,2.8739,2.556,0,0,1.149,1
0,3,1,0,0,2,0,1.126,2,8.55,1,4,3,2.8214,2.619,0,0,1.261,0
0,4,2,0,0,2,0,1.129,0,8.324,1,3,2,3.2896,2.773,0,0,1.214,1
0,4,2,0,0,0,0,1.139,0,8.016,0,0,0,3.9399,4.167,0,0,1.108,1
0,2,0,0,0,0,0,1.119,2,9.521,0,0,0,4.1948,2.46,0,0,1.35,0
0,0,3,0,0,0,0,1.159,2,7.43,1,2,2,3.1827,2.685,0,0,1.112,1
0,0,4,0,0,0,0,1.151,4,7.935,2,5,3,2.7306,1.986,0,0,1.2,0
0,0,2,0,0,0,0,1.157,4,7.383,1,0,4,3.4015,2.344,0,0,1.138,0
0,0,0,0,0,0,0,1.095,0,9.865,0,0,0,2.4353,2.58,7,1,1.384,0
0,0,0,0,0,0,0,1.102,0,9.952,0,0,0,2.3808,2.6,8,1,1.373,0
0,7,0,0,0,0,0,1.134,1,8.108,0,0,0,2.5436,2.306,0,0,1.205,1
0,8,1,1,0,2,0,1.127,0,8.704,1,2,2,3.2871,3.5,0,0,1.199,1
0,0,0,0,0,0,0,1.126,1,8.384,0,0,0,2.8543,2.744,2,1,1.299,0
0,2,0,0,0,2,0,1.125,4,8.482,0,0,0,2.7782,2.161,0,0,1.274,0
0,9,3,0,0,0,0,1.142,1,8.727,0,0,0,1.8975,2.267,0,0,1.157,1
0,1,0,0,0,0,0,1.144,1,6.889,0,0,0,2.4524,2.8,0,0,1.189,1
0,3,0,0,0,0,0,1.134,4,14.008,0,0,0,4.4437,2.005,0,0,1.343,0
0,0,0,0,0,1,0,1.109,1,8.078,0,0,0,2.9815,2.037,0,0,1.324,0
0,0,1,0,0,0,0,1.173,1,4.948,0,0,0,1.1521,4,0,0,0.93,1
0,0,1,0,0,2,2,1.136,0,8.414,3,6,6,3.136,2.204,0,0,1.31,0
0,8,2,0,0,5,0,1.099,0,8.963,1,2,2,2.361,2.569,0,0,1.296,0
0,0,0,0,0,3,0,1.119,3,8.09,0,0,0,3.2478,1.889,0,0,1.32,0
0,8,6,0,0,0,0,1.16,2,7.88,0,0,0,4.2631,3.694,0,0,1.011,1
0,9,4,0,0,5,0,1.117,0,9.706,1,2,2,2.9783,3.078,0,0,1.251,0
0,3,0,0,0,0,0,1.147,2,7.811,0,0,0,3.5554,2.6,0,0,1.136,1
0,2,1,0,0,0,0,1.164,2,6.959,1,0,2,3.1413,2.5,0,0,1.072,0
0,8,2,0,0,5,0,1.099,0,8.965,1,3,2,2.4062,2.569,0,0,1.298,0
0,4,0,0,0,2,0,1.095,0,8.63,0,0,0,2.3618,2.286,0,0,1.313,0
0,1,1,0,0,0,0,1.128,0,7.854,1,1,2,3.2788,2.667,0,0,1.239,1
0,2,1,0,0,3,0,1.127,4,8.634,1,3,5,2.5675,1.964,0,0,1.265,0
0,0,0,0,0,2,0,1.16,0,8.071,0,0,0,3.3893,3.417,2,0,1.196,0
0,0,0,0,0,2,0,1.094,0,8.792,0,0,0,3.1831,2.444,2,1,1.372,0
0,0,2,0,0,3,0,1.129,2,8.103,1,4,2,3.2934,2.111,0,0,1.285,0
0,9,0,0,0,2,0,1.113,0,9.614,1,3,2,2.7726,2.728,0,0,1.278,0
0,2,1,0,0,2,0,1.108,0,8.702,1,3,4,2.8471,2.667,0,0,1.277,1
0,2,0,0,0,2,0,1.12,1,8.227,0,0,0,2.596,2.236,0,0,1.276,0
0,0,1,0,0,3,0,1.115,1,8.536,1,3,3,2.7083,1.923,0,0,1.312,0
0,4,2,1,0,3,0,1.137,0,8.746,3,7,5,3.5441,3.292,0,0,1.254,0
0,0,0,0,0,0,0,1.149,0,6.827,0,0,0,2.5664,2.167,0,0,0.946,1
0,2,0,0,0,0,0,1.144,2,7.056,0,0,0,2.8963,2.867,0,0,1.196,1
0,9,0,0,0,0,0,1.14,3,9.326,0,0,0,4.1188,1.622,0,0,1.211,1
0,2,0,0,0,0,0,1.146,2,8.016,0,0,0,4.2802,3.133,0,0,1.13,1
0,12,0,0,0,3,0,1.107,0,9.309,0,0,0,1.7575,2.043,0,0,1.297,1
0,0,4,0,0,0,0,1.175,0,8.83,2,0,0,4.1592,4.148,0,0,1.152,1
0,3,0,0,0,1,0,1.119,1,8.245,0,0,0,2.7023,2.485,0,0,1.241,1
0,0,0,0,0,0,0,1.138,1,6.88,0,0,0,2.4884,1.917,0,0,1.247,1
0,0,0,0,0,0,0,1.147,2,6.333,0,0,0,2.1906,1.7,0,0,1.178,1
0,2,0,0,0,1,0,1.11,1,8.132,0,0,0,3.015,2.481,0,0,1.286,1
0,0,0,0,0,4,0,1.085,0,9.328,0,0,0,3.5218,2.711,4,1,1.399,0
1,2,1,0,1,4,0,1.091,0,11.635,0,0,0,3.5136,2.764,3,1,1.379,0
0,0,0,0,0,0,0,1.125,0,7.887,0,0,0,2.3041,1.75,0,0,1.274,0
0,7,1,1,0,3,0,1.132,1,8.601,1,2,2,3.4973,3.182,0,0,1.222,0
0,0,0,0,0,0,0,1.145,2,6.557,0,0,0,2.3391,1.667,0,0,1.196,1
0,2,1,0,0,0,0,1.136,1,8.337,0,0,0,3.1869,2.133,0,0,1.212,1
